W/L,Fighter,Method,Round,location,date
win,Montana De La Rosa  Rachael Ostovich,SUB  Rear Naked Choke,3.0,"Las Vegas, Nevada, USA","July 06, 2018"
win,Luis Pena  Richie Smullen,SUB  Guillotine Choke,1.0,"Las Vegas, Nevada, USA","July 06, 2018"
win,John Gunther  Allan Zuniga,M-DEC,3.0,"Las Vegas, Nevada, USA","July 06, 2018"
win,Bryce Mitchell  Tyler Diamond,M-DEC,3.0,"Las Vegas, Nevada, USA","July 06, 2018"
win,Steven Peterson  Matt Bessette,S-DEC,3.0,"Las Vegas, Nevada, USA","July 06, 2018"
win,Gerald Meerschaert  Oskar Piechota,SUB  Rear Naked Choke,2.0,"Las Vegas, Nevada, USA","July 06, 2018"
win,Leon Edwards  Donald Cerrone,U-DEC,5.0,"Kallang, Singapore","June 23, 2018"
win,Ovince Saint Preux  Tyson Pedro,SUB  Armbar,1.0,"Kallang, Singapore","June 23, 2018"
win,Jessica Eye  Jessica-Rose Clark,U-DEC,3.0,"Kallang, Singapore","June 23, 2018"
win,Li Jingliang  Daichi Abe,U-DEC,3.0,"Kallang, Singapore","June 23, 2018"
win,Petr Yan  Teruto Ishihara,KO/TKO  Punch,1.0,"Kallang, Singapore","June 23, 2018"
win,Song Yadong  Felipe Arantes,KO/TKO  Elbow,2.0,"Kallang, Singapore","June 23, 2018"
win,Shane Young  Rolando Dy,KO/TKO  Elbow,2.0,"Kallang, Singapore","June 23, 2018"
win,Song Kenan  Hector Aldana,KO/TKO  Punch,2.0,"Kallang, Singapore","June 23, 2018"
win,Jake Matthews  Shinsho Anzai,SUB  Rear Naked Choke,1.0,"Kallang, Singapore","June 23, 2018"
win,Yan Xiaonan  Viviane Pereira,U-DEC,3.0,"Kallang, Singapore","June 23, 2018"
win,Matt Schnell  Naoki Inoue,S-DEC,3.0,"Kallang, Singapore","June 23, 2018"
win,Yuta Sasaki  Jenel Lausa,SUB  Rear Naked Choke,2.0,"Kallang, Singapore","June 23, 2018"
win,Ji Yeon Kim  Melinda Fabian,S-DEC,3.0,"Kallang, Singapore","June 23, 2018"
win,Darren Till  Stephen Thompson,U-DEC,5.0,"Liverpool, England, United Kingdom","May 27, 2018"
win,Neil Magny  Craig White,KO/TKO  Knee,1.0,"Liverpool, England, United Kingdom","May 27, 2018"
win,Arnold Allen  Mads Burnell,SUB  Guillotine Choke,3.0,"Liverpool, England, United Kingdom","May 27, 2018"
win,Makwan Amirkhani  Jason Knight,S-DEC,3.0,"Liverpool, England, United Kingdom","May 27, 2018"
win,Claudio Silva  Nordine Taleb,SUB  Rear Naked Choke,1.0,"Liverpool, England, United Kingdom","May 27, 2018"
win,Darren Stewart  Eric Spicely,KO/TKO  Punch,2.0,"Liverpool, England, United Kingdom","May 27, 2018"
win,Tom Breese  Daniel Kelly,KO/TKO  Punch,1.0,"Liverpool, England, United Kingdom","May 27, 2018"
win,Lina Lansberg  Gina Mazany,U-DEC,3.0,"Liverpool, England, United Kingdom","May 27, 2018"
win,Carlo Pedersoli Jr.  Brad Scott,S-DEC,3.0,"Liverpool, England, United Kingdom","May 27, 2018"
win,Gillian Robertson  Molly McCann,SUB  Rear Naked Choke,2.0,"Liverpool, England, United Kingdom","May 27, 2018"
win,Elias Theodorou  Trevor Smith,U-DEC,3.0,"Liverpool, England, United Kingdom","May 27, 2018"
win,Kevin Lee  Edson Barboza,KO/TKO,5.0,"Atlantic City, New Jersey, USA","April 21, 2018"
win,Frankie Edgar  Cub Swanson,U-DEC,3.0,"Atlantic City, New Jersey, USA","April 21, 2018"
win,Justin Willis  Chase Sherman,U-DEC,3.0,"Atlantic City, New Jersey, USA","April 21, 2018"
win,David Branch  Thiago Santos,KO/TKO  Punch,1.0,"Atlantic City, New Jersey, USA","April 21, 2018"
win,Aljamain Sterling  Brett Johns,U-DEC,3.0,"Atlantic City, New Jersey, USA","April 21, 2018"
win,Dan Hooker  Jim Miller,KO/TKO  Knee,1.0,"Atlantic City, New Jersey, USA","April 21, 2018"
win,Ryan LaFlare  Alex Garcia,U-DEC,3.0,"Atlantic City, New Jersey, USA","April 21, 2018"
win,Ricky Simon  Merab Dvalishvili,KO/TKO,3.0,"Atlantic City, New Jersey, USA","April 21, 2018"
win,Siyar Bahadurzada  Luan Chagas,KO/TKO  Kick,2.0,"Atlantic City, New Jersey, USA","April 21, 2018"
win,Corey Anderson  Patrick Cummins,U-DEC,3.0,"Atlantic City, New Jersey, USA","April 21, 2018"
win,Anthony Rocco Martin  Keita Nakamura,U-DEC,3.0,"Atlantic City, New Jersey, USA","April 21, 2018"
win,Junior Dos Santos  Blagoy Ivanov,U-DEC,5.0,"Boise, Idaho, USA","July 14, 2018"
win,Sage Northcutt  Zak Ottow,KO/TKO  Punch,2.0,"Boise, Idaho, USA","July 14, 2018"
win,Ricky Glenn  Dennis Bermudez,S-DEC,3.0,"Boise, Idaho, USA","July 14, 2018"
win,Niko Price  Randy Brown,KO/TKO  Punch,2.0,"Boise, Idaho, USA","July 14, 2018"
win,Chad Mendes  Myles Jury,KO/TKO  Punch,1.0,"Boise, Idaho, USA","July 14, 2018"
win,Cat Zingano  Marion Reneau,U-DEC,3.0,"Boise, Idaho, USA","July 14, 2018"
win,Alejandro Perez  Eddie Wineland,U-DEC,3.0,"Boise, Idaho, USA","July 14, 2018"
win,Alexander Volkanovski  Darren Elkins,U-DEC,3.0,"Boise, Idaho, USA","July 14, 2018"
win,Said Nurmagomedov  Justin Scoggins,S-DEC,3.0,"Boise, Idaho, USA","July 14, 2018"
win,Raoni Barcelos  Kurt Holobaugh,KO/TKO  Punch,3.0,"Boise, Idaho, USA","July 14, 2018"
win,Liz Carmouche  Jennifer Maia,U-DEC,3.0,"Boise, Idaho, USA","July 14, 2018"
win,Mark De La Rosa  Elias Garcia,SUB  Rear Naked Choke,2.0,"Boise, Idaho, USA","July 14, 2018"
win,Jessica Aguilar  Jodie Esquibel,U-DEC,3.0,"Boise, Idaho, USA","July 14, 2018"
win,Robert Whittaker  Yoel Romero,S-DEC,5.0,"Chicago, Illinois, USA","June 09, 2018"
win,Colby Covington  Rafael Dos Anjos,U-DEC,5.0,"Chicago, Illinois, USA","June 09, 2018"
win,Holly Holm  Megan Anderson,U-DEC,3.0,"Chicago, Illinois, USA","June 09, 2018"
win,Tai Tuivasa  Andrei Arlovski,U-DEC,3.0,"Chicago, Illinois, USA","June 09, 2018"
nc  nc,CM Punk  Mike Jackson,Overturned,3.0,"Chicago, Illinois, USA","June 09, 2018"
win,Curtis Blaydes  Alistair Overeem,KO/TKO  Elbows,3.0,"Chicago, Illinois, USA","June 09, 2018"
win,Claudia Gadelha  Carla Esparza,S-DEC,3.0,"Chicago, Illinois, USA","June 09, 2018"
win,Mirsad Bektic  Ricardo Lamas,S-DEC,3.0,"Chicago, Illinois, USA","June 09, 2018"
win,Chris de la Rocha  Rashad Coulter,KO/TKO  Punches,2.0,"Chicago, Illinois, USA","June 09, 2018"
win,Anthony Smith  Rashad Evans,KO/TKO  Knee,1.0,"Chicago, Illinois, USA","June 09, 2018"
win,Sergio Pettis  Joseph Benavidez,S-DEC,3.0,"Chicago, Illinois, USA","June 09, 2018"
win,Charles Oliveira  Clay Guida,SUB  Guillotine Choke,1.0,"Chicago, Illinois, USA","June 09, 2018"
win,Dan Ige  Mike Santiago,KO/TKO  Punches,1.0,"Chicago, Illinois, USA","June 09, 2018"
win,Daniel Cormier  Stipe Miocic,KO/TKO  Punches,1.0,"Las Vegas, Nevada, USA","July 07, 2018"
win,Derrick Lewis  Francis Ngannou,U-DEC,3.0,"Las Vegas, Nevada, USA","July 07, 2018"
win,Mike Perry  Paul Felder,S-DEC,3.0,"Las Vegas, Nevada, USA","July 07, 2018"
win,Anthony Pettis  Michael Chiesa,SUB  Triangle Choke,2.0,"Las Vegas, Nevada, USA","July 07, 2018"
win,Khalil Rountree Jr.  Gokhan Saki,KO/TKO  Punches,1.0,"Las Vegas, Nevada, USA","July 07, 2018"
win,Paulo Costa  Uriah Hall,KO/TKO  Punches,2.0,"Las Vegas, Nevada, USA","July 07, 2018"
win,Raphael Assuncao  Rob Font,U-DEC,3.0,"Las Vegas, Nevada, USA","July 07, 2018"
win,Drakkar Klose  Lando Vannata,U-DEC,3.0,"Las Vegas, Nevada, USA","July 07, 2018"
win,Curtis Millender  Max Griffin,U-DEC,3.0,"Las Vegas, Nevada, USA","July 07, 2018"
win,Dan Hooker  Gilbert Burns,KO/TKO  Punches,1.0,"Las Vegas, Nevada, USA","July 07, 2018"
win,Emily Whitmire  Jamie Moyle,U-DEC,3.0,"Las Vegas, Nevada, USA","July 07, 2018"
win,Justin Gaethje  James Vick,KO/TKO  Punch,1.0,"Lincoln, Nebraska, USA","August 25, 2018"
win,Michael Johnson  Andre Fili,S-DEC,3.0,"Lincoln, Nebraska, USA","August 25, 2018"
win,Cortney Casey  Angela Hill,S-DEC,3.0,"Lincoln, Nebraska, USA","August 25, 2018"
win,Bryan Barberena  Jake Ellenberger,KO/TKO  Punch,1.0,"Lincoln, Nebraska, USA","August 25, 2018"
win,Deiveson Figueiredo  John Moraga,KO/TKO  Punch,2.0,"Lincoln, Nebraska, USA","August 25, 2018"
win,Eryk Anders  Tim Williams,KO/TKO  Kick,3.0,"Lincoln, Nebraska, USA","August 25, 2018"
win,James Krause  Warlley Alves,KO/TKO  Flying Knee,2.0,"Lincoln, Nebraska, USA","August 25, 2018"
win,Cory Sandhagen  Iuri Alcantara,KO/TKO  Punches,2.0,"Lincoln, Nebraska, USA","August 25, 2018"
win,Andrew Sanchez  Markus Perez,U-DEC,3.0,"Lincoln, Nebraska, USA","August 25, 2018"
win,Mickey Gall  George Sullivan,SUB  Rear Naked Choke,1.0,"Lincoln, Nebraska, USA","August 25, 2018"
win,Joanne Wood  Kalindra Faria,SUB  Armbar,1.0,"Lincoln, Nebraska, USA","August 25, 2018"
win,Drew Dober  Jon Tuck,U-DEC,3.0,"Lincoln, Nebraska, USA","August 25, 2018"
win,Rani Yahya  Luke Sanders,SUB  Heel Hook,1.0,"Lincoln, Nebraska, USA","August 25, 2018"
win,Dustin Poirier  Eddie Alvarez,KO/TKO  Punches,2.0,"Calgary, Alberta, Canada","July 28, 2018"
win,Jose Aldo  Jeremy Stephens,KO/TKO  Punches,1.0,"Calgary, Alberta, Canada","July 28, 2018"
win,Joanna Jedrzejczyk  Tecia Torres,U-DEC,3.0,"Calgary, Alberta, Canada","July 28, 2018"
win,Alexander Hernandez  Olivier Aubin-Mercier,U-DEC,3.0,"Calgary, Alberta, Canada","July 28, 2018"
win,Jordan Mein  Alex Morono,U-DEC,3.0,"Calgary, Alberta, Canada","July 28, 2018"
win,Hakeem Dawodu  Austin Arnett,U-DEC,3.0,"Calgary, Alberta, Canada","July 28, 2018"
win,Islam Makhachev  Kajan Johnson,SUB  Armbar,1.0,"Calgary, Alberta, Canada","July 28, 2018"
win,Ion Cutelaba  Gadzhimurad Antigulov,KO/TKO  Elbows,1.0,"Calgary, Alberta, Canada","July 28, 2018"
win,John Makdessi  Ross Pearson,U-DEC,3.0,"Calgary, Alberta, Canada","July 28, 2018"
win,Katlyn Chookagian  Alexis Davis,U-DEC,3.0,"Calgary, Alberta, Canada","July 28, 2018"
win,Dustin Ortiz  Matheus Nicolau,KO/TKO  Kick,1.0,"Calgary, Alberta, Canada","July 28, 2018"
win,Nina Nunes  Randa Markos,U-DEC,3.0,"Calgary, Alberta, Canada","July 28, 2018"
win,Devin Powell  Alvaro Herrera Mendoza,KO/TKO  Kicks,1.0,"Calgary, Alberta, Canada","July 28, 2018"
win,Anthony Smith  Mauricio Rua,KO/TKO  Punches,1.0,"Hamburg, Hamburg, Germany","July 22, 2018"
win,Corey Anderson  Glover Teixeira,U-DEC,3.0,"Hamburg, Hamburg, Germany","July 22, 2018"
win,Abu Azaitar  Vitor Miranda,U-DEC,3.0,"Hamburg, Hamburg, Germany","July 22, 2018"
win,Marcin Tybura  Stefan Struve,U-DEC,3.0,"Hamburg, Hamburg, Germany","July 22, 2018"
win,Danny Roberts  David Zawada,S-DEC,3.0,"Hamburg, Hamburg, Germany","July 22, 2018"
win,Nasrat Haqparast  Marc Diakiese,U-DEC,3.0,"Hamburg, Hamburg, Germany","July 22, 2018"
win,Damir Hadzovic  Nick Hein,S-DEC,3.0,"Hamburg, Hamburg, Germany","July 22, 2018"
win,Bartosz Fabinski  Emil Meek,U-DEC,3.0,"Hamburg, Hamburg, Germany","July 22, 2018"
win,Nad Narimani  Khalid Taha,U-DEC,3.0,"Hamburg, Hamburg, Germany","July 22, 2018"
win,Aleksandar Rakic  Justin Ledet,U-DEC,3.0,"Hamburg, Hamburg, Germany","July 22, 2018"
win,Manny Bermudez  Davey Grant,SUB  Triangle Choke,1.0,"Hamburg, Hamburg, Germany","July 22, 2018"
win,Darko Stosic  Jeremy Kimball,KO/TKO  Elbows,1.0,"Hamburg, Hamburg, Germany","July 22, 2018"
win,Pingyuan Liu  Damian Stasiak,U-DEC,3.0,"Hamburg, Hamburg, Germany","July 22, 2018"
win,TJ Dillashaw  Cody Garbrandt,KO/TKO  Punches,1.0,"Los Angeles, California, USA","August 04, 2018"
win,Henry Cejudo  Demetrious Johnson,S-DEC,5.0,"Los Angeles, California, USA","August 04, 2018"
win,Renato Moicano  Cub Swanson,SUB  Rear Naked Choke,1.0,"Los Angeles, California, USA","August 04, 2018"
win,JJ Aldrich  Polyana Viana,U-DEC,3.0,"Los Angeles, California, USA","August 04, 2018"
win,Thiago Santos  Kevin Holland,U-DEC,3.0,"Los Angeles, California, USA","August 04, 2018"
win,Pedro Munhoz  Brett Johns,U-DEC,3.0,"Los Angeles, California, USA","August 04, 2018"
win,Ricky Simon  Montel Jackson,U-DEC,3.0,"Los Angeles, California, USA","August 04, 2018"
win,Ricardo Ramos  Kyung Ho Kang,S-DEC,3.0,"Los Angeles, California, USA","August 04, 2018"
win,Sheymon Moraes  Matt Sayles,U-DEC,3.0,"Los Angeles, California, USA","August 04, 2018"
win,Alex Perez  Jose Torres,KO/TKO  Punches,1.0,"Los Angeles, California, USA","August 04, 2018"
win,Zhang Weili  Danielle Taylor,U-DEC,3.0,"Los Angeles, California, USA","August 04, 2018"
win,Marlon Vera  Wulijiburen,KO/TKO  Punch,2.0,"Los Angeles, California, USA","August 04, 2018"
win,Tyron Woodley  Darren Till,SUB  D'Arce Choke,2.0,"Dallas, Texas, USA","September 08, 2018"
win,Jessica Andrade  Karolina Kowalkiewicz,KO/TKO  Punch,1.0,"Dallas, Texas, USA","September 08, 2018"
win,Zabit Magomedsharipov  Brandon Davis,SUB  Suloev Stretch,2.0,"Dallas, Texas, USA","September 08, 2018"
win,Jimmie Rivera  John Dodson,U-DEC,3.0,"Dallas, Texas, USA","September 08, 2018"
win,Abdul Razak Alhassan  Niko Price,KO/TKO  Punches,1.0,"Dallas, Texas, USA","September 08, 2018"
win,Tatiana Suarez  Carla Esparza,KO/TKO  Punches,3.0,"Dallas, Texas, USA","September 08, 2018"
win,Aljamain Sterling  Cody Stamann,SUB  Suloev Stretch,2.0,"Dallas, Texas, USA","September 08, 2018"
win,Geoff Neal  Frank Camacho,KO/TKO  Kick,2.0,"Dallas, Texas, USA","September 08, 2018"
win,Darren Stewart  Charles Byrd,KO/TKO  Elbow,2.0,"Dallas, Texas, USA","September 08, 2018"
win,Diego Sanchez  Craig White,U-DEC,3.0,"Dallas, Texas, USA","September 08, 2018"
win,Jim Miller  Alex White,SUB  Rear Naked Choke,1.0,"Dallas, Texas, USA","September 08, 2018"
win,Irene Aldana  Lucie Pudilova,S-DEC,3.0,"Dallas, Texas, USA","September 08, 2018"
win,Jarred Brooks  Robert Sanchez,S-DEC,3.0,"Dallas, Texas, USA","September 08, 2018"
win,Thiago Santos  Eryk Anders,KO/TKO,3.0,"Sao Paulo, Sao Paulo, Brazil","September 22, 2018"
win,Alex Oliveira  Carlo Pedersoli Jr.,KO/TKO  Punch,1.0,"Sao Paulo, Sao Paulo, Brazil","September 22, 2018"
win,Rogerio Nogueira  Sam Alvey,KO/TKO  Punch,2.0,"Sao Paulo, Sao Paulo, Brazil","September 22, 2018"
win,Andre Ewell  Renan Barao,S-DEC,3.0,"Sao Paulo, Sao Paulo, Brazil","September 22, 2018"
draw  draw,Randa Markos  Marina Rodriguez,M-DEC,3.0,"Sao Paulo, Sao Paulo, Brazil","September 22, 2018"
win,Charles Oliveira  Christos Giagos,SUB  Rear Naked Choke,2.0,"Sao Paulo, Sao Paulo, Brazil","September 22, 2018"
win,Francisco Trinaldo  Evan Dunham,KO/TKO  Knee,2.0,"Sao Paulo, Sao Paulo, Brazil","September 22, 2018"
win,Ryan Spann  Luis Henrique,U-DEC,3.0,"Sao Paulo, Sao Paulo, Brazil","September 22, 2018"
win,Augusto Sakai  Chase Sherman,KO/TKO  Punches,3.0,"Sao Paulo, Sao Paulo, Brazil","September 22, 2018"
win,Sergio Moraes  Ben Saunders,SUB  Arm Triangle,2.0,"Sao Paulo, Sao Paulo, Brazil","September 22, 2018"
win,Mayra Bueno Silva  Gillian Robertson,SUB  Armbar,1.0,"Sao Paulo, Sao Paulo, Brazil","September 22, 2018"
win,Thales Leites  Hector Lombard,U-DEC,3.0,"Sao Paulo, Sao Paulo, Brazil","September 22, 2018"
win,Elizeu Zaleski dos Santos  Luigi Vendramini,KO/TKO  Flying Knee,2.0,"Sao Paulo, Sao Paulo, Brazil","September 22, 2018"
win,Livinha Souza  Alex Chambers,SUB  Guillotine Choke,1.0,"Sao Paulo, Sao Paulo, Brazil","September 22, 2018"
win,Aleksei Oleinik  Mark Hunt,SUB  Rear Naked Choke,1.0,"Moscow, Moscow, Russia","September 15, 2018"
win,Jan Blachowicz  Nikita Krylov,SUB  Arm Triangle,2.0,"Moscow, Moscow, Russia","September 15, 2018"
win,Shamil Abdurakhimov  Andrei Arlovski,U-DEC,3.0,"Moscow, Moscow, Russia","September 15, 2018"
win,Aleksei Kunchenko  Thiago Alves,U-DEC,3.0,"Moscow, Moscow, Russia","September 15, 2018"
win,Khalid Murtazaliev  CB Dollaway,KO/TKO  Punches,2.0,"Moscow, Moscow, Russia","September 15, 2018"
win,Petr Yan  Jin Soo Son,U-DEC,3.0,"Moscow, Moscow, Russia","September 15, 2018"
win,Rustam Khabilov  Kajan Johnson,S-DEC,3.0,"Moscow, Moscow, Russia","September 15, 2018"
win,Mairbek Taisumov  Desmond Green,U-DEC,3.0,"Moscow, Moscow, Russia","September 15, 2018"
win,Magomed Ankalaev  Marcin Prachnio,KO/TKO  Kick,1.0,"Moscow, Moscow, Russia","September 15, 2018"
win,Jordan Johnson  Adam Yandiev,SUB  Arm Triangle,2.0,"Moscow, Moscow, Russia","September 15, 2018"
win,Ramazan Emeev  Stefan Sekulic,U-DEC,3.0,"Moscow, Moscow, Russia","September 15, 2018"
win,Merab Dvalishvili  Terrion Ware,U-DEC,3.0,"Moscow, Moscow, Russia","September 15, 2018"
win,Khabib Nurmagomedov  Conor McGregor,SUB  Neck Crank,4.0,"Las Vegas, Nevada, USA","October 06, 2018"
win,Tony Ferguson  Anthony Pettis,KO/TKO,2.0,"Las Vegas, Nevada, USA","October 06, 2018"
win,Dominick Reyes  Ovince Saint Preux,U-DEC,3.0,"Las Vegas, Nevada, USA","October 06, 2018"
win,Derrick Lewis  Alexander Volkov,KO/TKO  Punches,3.0,"Las Vegas, Nevada, USA","October 06, 2018"
win,Michelle Waterson-Gomez  Felice Herrig,U-DEC,3.0,"Las Vegas, Nevada, USA","October 06, 2018"
win,Jussier Formiga  Sergio Pettis,U-DEC,3.0,"Las Vegas, Nevada, USA","October 06, 2018"
win,Vicente Luque  Jalin Turner,KO/TKO  Punches,1.0,"Las Vegas, Nevada, USA","October 06, 2018"
win,Aspen Ladd  Tonya Evinger,KO/TKO  Punches,1.0,"Las Vegas, Nevada, USA","October 06, 2018"
win,Scott Holtzman  Alan Patrick,KO/TKO  Elbows,3.0,"Las Vegas, Nevada, USA","October 06, 2018"
win,Yana Kunitskaya  Lina Lansberg,U-DEC,3.0,"Las Vegas, Nevada, USA","October 06, 2018"
win,Nik Lentz  Gray Maynard,KO/TKO  Kick,2.0,"Las Vegas, Nevada, USA","October 06, 2018"
win,Anthony Rocco Martin  Ryan LaFlare,KO/TKO  Kick,3.0,"Las Vegas, Nevada, USA","October 06, 2018"
win,Anthony Smith  Volkan Oezdemir,SUB  Rear Naked Choke,3.0,"Moncton, New Brunswick, Canada","October 27, 2018"
win,Michael Johnson  Artem Lobov,U-DEC,3.0,"Moncton, New Brunswick, Canada","October 27, 2018"
win,Misha Cirkunov  Patrick Cummins,SUB  Arm Triangle,1.0,"Moncton, New Brunswick, Canada","October 27, 2018"
win,Andre Soukhamthath  Jonathan Martinez,U-DEC,3.0,"Moncton, New Brunswick, Canada","October 27, 2018"
win,Gian Villante  Ed Herman,S-DEC,3.0,"Moncton, New Brunswick, Canada","October 27, 2018"
win,Court McGee  Alex Garcia,U-DEC,3.0,"Moncton, New Brunswick, Canada","October 27, 2018"
win,Sean Strickland  Nordine Taleb,KO/TKO  Punch,2.0,"Moncton, New Brunswick, Canada","October 27, 2018"
win,Nasrat Haqparast  Thibault Gouti,U-DEC,3.0,"Moncton, New Brunswick, Canada","October 27, 2018"
win,Calvin Kattar  Chris Fishgold,KO/TKO  Punch,1.0,"Moncton, New Brunswick, Canada","October 27, 2018"
win,Talita Bernardo  Sarah Moras,U-DEC,3.0,"Moncton, New Brunswick, Canada","October 27, 2018"
win,Don Madge  Te Edwards,KO/TKO  Kick,2.0,"Moncton, New Brunswick, Canada","October 27, 2018"
win,Arjan Bhullar  Marcelo Golm,U-DEC,3.0,"Moncton, New Brunswick, Canada","October 27, 2018"
win,Stevie Ray  Jessin Ayari,U-DEC,3.0,"Moncton, New Brunswick, Canada","October 27, 2018"
win,Francis Ngannou  Curtis Blaydes,KO/TKO  Punch,1.0,"Beijing, China","November 24, 2018"
win,Alistair Overeem  Sergei Pavlovich,KO/TKO  Punches,1.0,"Beijing, China","November 24, 2018"
win,Song Yadong  Vince Morales,U-DEC,3.0,"Beijing, China","November 24, 2018"
win,Li Jingliang  David Zawada,KO/TKO  Kick,3.0,"Beijing, China","November 24, 2018"
win,Alex Morono  Song Kenan,U-DEC,3.0,"Beijing, China","November 24, 2018"
win,Wu Yanan  Lauren Mueller,SUB  Armbar,1.0,"Beijing, China","November 24, 2018"
win,Rashad Coulter  Hu Yaozong,U-DEC,3.0,"Beijing, China","November 24, 2018"
win,Zhang Weili  Jessica Aguilar,SUB  Armbar,1.0,"Beijing, China","November 24, 2018"
win,Pingyuan Liu  Martin Day,S-DEC,3.0,"Beijing, China","November 24, 2018"
win,Yan Xiaonan  Syuri Kondo,U-DEC,3.0,"Beijing, China","November 24, 2018"
win,Kevin Holland  John Phillips,SUB  Rear Naked Choke,3.0,"Beijing, China","November 24, 2018"
win,Louis Smolka  Sumudaerji,SUB  Armbar,2.0,"Beijing, China","November 24, 2018"
win,Kamaru Usman  Rafael Dos Anjos,U-DEC,5.0,"Las Vegas, Nevada, USA","November 30, 2018"
win,Juan Espino  Justin Frazier,SUB  Armbar,1.0,"Las Vegas, Nevada, USA","November 30, 2018"
win,Macy Chiasson  Pannie Kianzad,SUB  Rear Naked Choke,2.0,"Las Vegas, Nevada, USA","November 30, 2018"
win,Pedro Munhoz  Bryan Caraway,KO/TKO  Kick,1.0,"Las Vegas, Nevada, USA","November 30, 2018"
win,Edmen Shahbazyan  Darren Stewart,S-DEC,3.0,"Las Vegas, Nevada, USA","November 30, 2018"
win,Antonina Shevchenko  Ji Yeon Kim,U-DEC,3.0,"Las Vegas, Nevada, USA","November 30, 2018"
win,Kevin Aguilar  Ricky Glenn,U-DEC,3.0,"Las Vegas, Nevada, USA","November 30, 2018"
win,Joseph Benavidez  Alex Perez,KO/TKO  Punches,1.0,"Las Vegas, Nevada, USA","November 30, 2018"
win,Maurice Greene  Michel Batista,SUB  Triangle Choke,1.0,"Las Vegas, Nevada, USA","November 30, 2018"
win,Leah Letson  Julija Stoliarenko,S-DEC,3.0,"Las Vegas, Nevada, USA","November 30, 2018"
win,Roosevelt Roberts  Darrell Horcher,SUB  Guillotine Choke,1.0,"Las Vegas, Nevada, USA","November 30, 2018"
win,Tim Means  Ricky Rainey,KO/TKO  Punches,1.0,"Las Vegas, Nevada, USA","November 30, 2018"
win,Raoni Barcelos  Chris Gutierrez,SUB  Rear Naked Choke,2.0,"Las Vegas, Nevada, USA","November 30, 2018"
win,Yair Rodriguez  Chan Sung Jung,KO/TKO  Elbow,5.0,"Denver, Colorado, USA","November 10, 2018"
win,Donald Cerrone  Mike Perry,SUB  Armbar,1.0,"Denver, Colorado, USA","November 10, 2018"
win,Germaine de Randamie  Raquel Pennington,U-DEC,3.0,"Denver, Colorado, USA","November 10, 2018"
win,Beneil Dariush  Thiago Moises,U-DEC,3.0,"Denver, Colorado, USA","November 10, 2018"
win,Maycee Barber  Hannah Cifers,KO/TKO  Punches,2.0,"Denver, Colorado, USA","November 10, 2018"
win,Michael Trizano  Luis Pena,S-DEC,3.0,"Denver, Colorado, USA","November 10, 2018"
win,Ashley Yoder  Amanda Cooper,S-DEC,3.0,"Denver, Colorado, USA","November 10, 2018"
nc  nc,Chas Skelly  Bobby Moffett,Overturned  D'Arce Choke,2.0,"Denver, Colorado, USA","November 10, 2018"
win,Davi Ramos  John Gunther,SUB  Rear Naked Choke,1.0,"Denver, Colorado, USA","November 10, 2018"
win,Devonte Smith  Julian Erosa,KO/TKO  Punches,1.0,"Denver, Colorado, USA","November 10, 2018"
win,Eric Shelton  Joseph Morales,S-DEC,3.0,"Denver, Colorado, USA","November 10, 2018"
win,Mark De La Rosa  Joby Sanchez,S-DEC,3.0,"Denver, Colorado, USA","November 10, 2018"
win,Santiago Ponzinibbio  Neil Magny,KO/TKO  Punch,4.0,"Buenos Aires, Buenos Aires, Argentina","November 17, 2018"
win,Ricardo Lamas  Darren Elkins,KO/TKO  Elbows,3.0,"Buenos Aires, Buenos Aires, Argentina","November 17, 2018"
win,Johnny Walker  Khalil Rountree Jr.,KO/TKO  Elbow,1.0,"Buenos Aires, Buenos Aires, Argentina","November 17, 2018"
win,Ian Heinisch  Cezar Ferreira,U-DEC,3.0,"Buenos Aires, Buenos Aires, Argentina","November 17, 2018"
win,Marlon Vera  Guido Cannetti,SUB  Rear Naked Choke,2.0,"Buenos Aires, Buenos Aires, Argentina","November 17, 2018"
win,Cynthia Calvillo  Poliana Botelho,SUB  Rear Naked Choke,1.0,"Buenos Aires, Buenos Aires, Argentina","November 17, 2018"
win,Michel Prazeres  Bartosz Fabinski,SUB  Guillotine Choke,1.0,"Buenos Aires, Buenos Aires, Argentina","November 17, 2018"
win,Alexandre Pantoja  Yuta Sasaki,SUB  Rear Naked Choke,1.0,"Buenos Aires, Buenos Aires, Argentina","November 17, 2018"
win,Austin Arnett  Humberto Bandenay,U-DEC,3.0,"Buenos Aires, Buenos Aires, Argentina","November 17, 2018"
win,Laureano Staropoli  Hector Aldana,U-DEC,3.0,"Buenos Aires, Buenos Aires, Argentina","November 17, 2018"
win,Jesus Pinedo  Devin Powell,U-DEC,3.0,"Buenos Aires, Buenos Aires, Argentina","November 17, 2018"
win,Nad Narimani  Anderson Dos Santos,U-DEC,3.0,"Buenos Aires, Buenos Aires, Argentina","November 17, 2018"
win,Max Holloway  Brian Ortega,KO/TKO,4.0,"Toronto, Ontario, Canada","December 08, 2018"
win,Valentina Shevchenko  Joanna Jedrzejczyk,U-DEC,5.0,"Toronto, Ontario, Canada","December 08, 2018"
win,Gunnar Nelson  Alex Oliveira,SUB  Rear Naked Choke,2.0,"Toronto, Ontario, Canada","December 08, 2018"
