name,win,loss,tie,weight_lbs,reach_inch,stance,slpm,str_acc,sapm,str_def,tdavg,tdacc,tddef,subavg,w/l_ratio,age,inches
Amilcar Alves,15,12,0,170.0,,Southpaw,0.5,46,2.02,30,0.0,0,53,0.0,0.56,33,72
Lucie Pudilova,8,6,0,135.0,67.0,Orthodox,4.15,36,4.09,52,0.16,12,61,0.6,0.57,28,68
Ji Yeon Kim,9,5,2,125.0,72.0,Orthodox,5.86,36,5.64,56,0.0,0,36,0.0,0.64,32,67
Aleksandra Albu,3,2,0,115.0,63.0,Orthodox,4.83,47,5.56,38,2.27,50,77,0.4,0.6,32,62
Tracy Cortez,10,1,0,125.0,65.0,Orthodox,3.56,54,2.32,59,2.8,48,71,0.4,0.91,28,65
Syuri Kondo,6,3,0,115.0,66.0,Orthodox,5.4,44,7.22,58,0.0,0,83,0.3,0.67,33,64
Todd Gouwenberg,9,5,0,205.0,,Orthodox,0.52,23,2.93,42,1.57,33,50,0.0,0.64,47,73
Edwin DeWees,38,17,0,185.0,,Orthodox,1.53,33,6.19,39,2.18,66,0,3.3,0.69,39,73
Sabina Mazo,9,4,0,125.0,70.0,Orthodox,6.1,43,4.35,57,0.65,80,59,0.2,0.69,25,67
Moise Rimbon,23,11,3,205.0,,Orthodox,0.8,34,1.0,71,1.0,50,37,0.0,0.68,45,70
Phil Johns,30,14,1,170.0,,Southpaw,1.2,66,1.8,50,0.0,0,50,0.0,0.68,53,62
Dion Staring,35,14,0,235.0,,Orthodox,1.09,37,5.0,47,0.0,0,33,0.0,0.71,44,73
Carina Damm,2,13,0,135.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.13,,64
Kelly Dullanty,4,2,0,155.0,,Orthodox,0.0,0,0.67,75,0.0,0,66,0.0,0.67,44,68
Kali Robbins,6,3,0,115.0,63.0,Orthodox,3.73,46,9.4,44,2.0,33,0,0.0,0.67,38,63
Livinha Souza,14,4,0,115.0,63.0,Orthodox,1.75,45,3.6,56,2.54,45,40,1.4,0.78,31,63
Miranda Granger,7,2,0,115.0,68.0,Orthodox,2.91,48,2.64,59,0.0,0,40,0.0,0.78,30,67
Izabela Badurek,6,3,0,115.0,,Orthodox,3.74,71,4.9,32,1.75,12,100,0.0,0.67,31,65
Melinda Fabian,4,4,2,125.0,66.0,,4.03,41,4.0,62,0.0,0,100,0.0,0.5,35,66
Julie Kedzie,16,13,0,135.0,,Orthodox,2.9,36,3.18,46,1.14,23,78,0.0,0.55,41,65
Julia Budd,10,2,0,145.0,67.0,,2.42,74,1.18,47,3.6,57,83,0.0,0.83,39,67
Jinh Yu Frey,11,7,0,115.0,65.0,Southpaw,3.12,44,4.13,52,0.62,33,88,0.4,0.61,37,63
Chan-Mi Jeon,5,2,0,115.0,,Orthodox,6.23,31,7.77,55,0.0,0,0,0.0,0.71,24,65
Larissa Pacheco,10,2,0,135.0,,Orthodox,1.21,19,4.14,55,0.0,0,0,0.0,0.83,27,67
Amanda Nunes,21,5,0,135.0,69.0,Orthodox,4.55,51,2.81,55,2.46,54,82,0.8,0.81,34,68
Raquel Pennington,14,9,0,135.0,67.0,Orthodox,3.93,50,3.28,62,1.0,28,63,0.7,0.61,33,67
Anna Elmose,3,2,0,115.0,,Orthodox,3.68,49,4.64,56,0.0,0,33,0.0,0.6,37,63
Aspen Ladd,9,3,0,135.0,66.0,Orthodox,3.78,47,4.65,47,1.56,47,62,0.6,0.75,27,66
Bec Rawlings,7,8,0,125.0,64.0,Orthodox,4.48,42,5.66,57,0.71,40,68,0.4,0.47,33,66
Julianna Pena,12,4,0,135.0,69.0,Orthodox,3.36,49,2.02,53,2.43,55,22,0.9,0.75,32,66
Brianna Fortino,9,3,0,115.0,62.0,Southpaw,3.53,41,3.23,57,2.5,45,66,0.0,0.75,28,60
DeAnna Bennett,8,3,1,125.0,68.0,Orthodox,3.13,58,3.27,58,0.0,0,0,1.0,0.73,37,64
Junior Albini,14,6,0,264.0,74.0,Orthodox,3.98,51,6.08,52,1.54,37,100,0.0,0.7,31,75
Valentina Shevchenko,23,3,0,125.0,66.0,Southpaw,3.19,52,1.9,63,2.53,64,70,0.4,0.88,34,65
Shana Olsen,5,2,0,145.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.71,41,67
Sheila Gaff,9,7,0,135.0,,Orthodox,1.6,50,2.89,28,0.0,0,20,0.0,0.56,32,65
Allen Crowder,10,4,0,245.0,76.0,Orthodox,2.95,51,2.95,56,1.85,33,100,1.2,0.71,32,75
Abner Lloveras,20,9,1,155.0,,,6.27,49,6.87,43,2.0,20,0,0.0,0.69,39,71
Ryan Diaz,13,14,0,145.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.48,,
Chas Skelly,19,3,0,145.0,72.0,Orthodox,2.01,40,3.21,49,1.74,34,39,2.3,0.86,37,71
Davi Ramos,10,4,0,155.0,70.0,Orthodox,2.64,37,3.44,56,1.95,40,83,0.6,0.71,35,66
Heather Clark,7,6,0,115.0,64.0,Orthodox,3.69,49,5.62,50,0.33,4,80,0.3,0.54,41,66
Alexander Hernandez,13,5,0,155.0,72.0,Orthodox,3.97,37,3.94,57,1.43,33,64,0.0,0.72,29,69
Rafa Garcia,14,2,0,155.0,70.0,Orthodox,3.54,36,4.94,54,4.1,48,72,0.6,0.88,27,67
Claudio Puelles,13,2,0,155.0,72.0,Southpaw,1.99,51,2.89,46,2.74,38,60,1.4,0.87,26,70
Phil Rowe,9,3,0,170.0,80.0,Orthodox,4.3,56,3.94,52,0.72,33,47,0.0,0.75,32,75
Katlyn Chookagian,18,4,0,125.0,68.0,Orthodox,4.56,35,4.26,63,0.28,15,54,0.4,0.82,33,69
Nina Nunes,10,7,0,125.0,64.0,Orthodox,4.64,47,3.5,53,0.28,40,76,0.6,0.59,36,65
Daniel Puder,8,0,0,235.0,,Orthodox,2.77,68,1.17,38,1.21,50,81,9.0,1.0,40,75
Amanda Cooper,3,5,0,115.0,64.0,Switch,3.55,44,3.2,51,1.53,38,28,1.8,0.38,30,63
Brandon Melendez,25,25,0,155.0,,Southpaw,0.84,26,0.56,63,0.0,0,25,0.0,0.5,39,71
John Gunther,5,1,0,155.0,72.0,Orthodox,1.65,37,3.72,46,7.08,42,0,0.0,0.83,36,69
Cortney Casey,10,10,0,125.0,67.0,Orthodox,4.29,39,4.0,55,0.39,31,39,0.5,0.5,35,67
Marcos Mariano,6,6,0,155.0,76.0,Switch,0.25,27,2.11,43,0.0,0,28,0.0,0.5,35,73
Jens Pulver,27,19,1,145.0,70.0,Southpaw,2.12,37,3.13,56,0.22,33,63,0.3,0.59,47,67
Natan Levy,7,1,0,155.0,71.0,Southpaw,3.84,52,3.62,54,5.13,56,41,0.7,0.88,30,69
Mike Breeden,10,5,0,155.0,70.0,Orthodox,5.43,42,6.38,41,1.44,37,59,0.0,0.67,33,70
Jason Reinhardt,20,3,0,135.0,,Orthodox,0.51,40,4.07,43,1.91,12,50,0.0,0.87,52,66
Leon Shahbazyan,7,2,0,170.0,74.0,Orthodox,6.33,52,8.18,32,1.46,50,0,0.0,0.78,26,76
Kenny Florian,14,6,0,145.0,74.0,Southpaw,2.41,40,1.85,63,2.22,33,60,1.3,0.7,46,70
Jocelyn Jones-Lybarger,6,4,0,115.0,64.0,Orthodox,2.96,31,4.83,56,0.34,25,81,0.0,0.6,36,67
Richard Dalton,4,3,1,205.0,,Orthodox,1.2,69,3.27,25,1.0,11,0,0.0,0.57,,73
Tom Tuggle,0,3,0,250.0,,Orthodox,0.0,0,2.14,0,32.14,100,0,0.0,0.0,,74
Kyle Bradley,19,12,0,155.0,71.0,Orthodox,1.99,40,3.45,58,0.65,50,40,0.0,0.61,39,69
Angela Magana,11,9,0,115.0,65.0,Orthodox,1.53,28,4.92,42,0.4,25,28,0.4,0.55,38,61
Curt Warburton,13,6,0,155.0,73.0,Orthodox,2.13,42,3.44,43,2.35,50,83,0.9,0.68,,72
George Sotiropoulos,14,7,0,155.0,71.0,Orthodox,2.61,27,2.52,67,2.32,31,53,1.6,0.67,45,70
Allan Zuniga,13,1,0,155.0,70.0,Orthodox,3.93,52,1.8,61,0.0,0,57,1.0,0.93,30,67
Gabe Ruediger,18,8,0,155.0,,Orthodox,1.7,31,5.16,41,2.04,11,28,0.0,0.69,44,70
Melvin Guillard,32,18,2,155.0,71.0,Orthodox,2.96,40,1.85,66,1.3,63,61,0.2,0.64,39,69
Jamie Varner,21,11,1,155.0,71.0,Orthodox,2.92,34,2.55,58,3.49,53,66,0.8,0.66,37,68
Shaheen Santana,6,1,0,155.0,75.0,Orthodox,0.82,42,1.65,40,0.0,0,0,2.8,0.86,31,73
Mac Danzig,21,12,1,155.0,70.0,Orthodox,3.39,48,3.44,57,1.2,37,46,0.6,0.64,42,68
Cristina Stanciu,5,2,0,115.0,,Orthodox,2.5,50,3.07,52,0.85,100,40,1.7,0.71,28,63
Anthony Romero,8,0,0,155.0,70.0,Orthodox,5.87,52,4.0,65,2.0,22,100,0.0,1.0,25,71
Michael Chiesa,18,6,0,170.0,75.0,Southpaw,1.88,41,1.67,54,3.39,54,60,1.0,0.75,34,73
Kenji Arai,15,15,5,145.0,,Southpaw,8.79,27,10.29,39,0.0,0,0,0.0,0.5,42,70
Tomomi Iwama,9,6,2,155.0,,Orthodox,1.0,20,3.0,70,0.0,0,0,0.0,0.6,,63
Evan Dunham,18,9,1,155.0,70.0,Southpaw,5.33,39,3.54,61,1.82,33,79,1.0,0.67,40,70
John Lewis,3,4,3,155.0,,Southpaw,0.0,0,4.0,66,0.0,0,0,0.0,0.43,,72
David Velasquez,10,10,0,145.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,65
Al Iaquinta,14,7,1,155.0,70.0,Orthodox,4.06,40,4.53,61,0.63,18,74,0.2,0.67,35,70
Joao Roque,7,2,4,155.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.78,51,66
Alfonso Alcarez,1,3,1,145.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.25,52,63
Bobby McAndrews,1,3,0,,,Orthodox,2.56,83,1.03,50,0.0,0,33,7.7,0.25,,
Roman Mitichyan,8,3,0,170.0,,Orthodox,0.26,16,2.7,43,1.93,100,25,1.9,0.73,43,70
Billy Miles,2,2,0,170.0,,Orthodox,0.0,0,1.25,33,0.0,0,0,0.0,0.5,44,70
Stevie Ray,23,9,0,155.0,70.0,Southpaw,3.73,44,2.93,54,0.75,46,55,0.6,0.72,32,70
Jonathan Pearce,12,4,0,145.0,71.0,Switch,4.98,52,4.1,48,6.79,58,60,1.3,0.75,30,72
Marcin Held,23,7,0,155.0,71.0,Orthodox,1.41,34,2.02,47,2.46,46,37,1.3,0.77,30,69
Jim Miller,35,16,0,155.0,71.0,Southpaw,2.79,41,2.93,58,1.62,43,47,1.8,0.69,38,68
Rick Davis,3,1,1,155.0,,Orthodox,3.09,50,6.19,64,0.0,0,0,0.0,0.75,,69
Hannah Cifers,10,7,0,115.0,62.0,Orthodox,4.99,44,5.39,52,0.26,100,64,0.3,0.59,30,61
Polyana Viana,12,5,0,115.0,67.0,Orthodox,3.35,40,2.79,54,0.82,33,50,2.5,0.71,30,65
Micol Di Segni,7,3,0,115.0,60.0,Orthodox,7.47,40,5.87,33,0.0,0,37,0.0,0.7,34,63
Per Eklund,14,5,1,155.0,72.0,Orthodox,2.07,61,2.38,67,2.07,11,50,3.6,0.74,,70
Marvin Eastman,18,15,1,185.0,73.0,Orthodox,2.21,35,3.92,42,1.38,33,81,0.0,0.55,51,69
Cheyanne Vlismas,7,2,0,115.0,63.0,Switch,5.83,51,2.93,62,0.33,33,73,0.0,0.78,27,63
Dorian Price,8,5,0,170.0,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.62,44,75
Lowell Anderson,0,1,0,160.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,66
Jacob Rosales,13,7,0,155.0,74.0,Orthodox,7.19,46,10.66,44,1.12,18,50,0.6,0.65,26,71
Stephen Palling,11,7,1,143.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.61,55,64
Trevor Prangley,34,11,2,185.0,75.0,Orthodox,2.59,60,2.02,48,3.38,55,74,1.0,0.76,49,73
Matt Lindland,22,9,0,185.0,74.0,Southpaw,2.62,50,1.56,52,3.01,48,60,1.3,0.71,52,72
Sam Stout,20,12,1,155.0,70.0,Orthodox,4.17,28,4.08,57,0.63,38,77,0.1,0.62,38,69
David Baron,17,4,1,155.0,,Switch,1.17,30,2.1,56,0.0,0,14,0.7,0.81,49,66
Jodie Esquibel,6,6,0,115.0,64.0,Orthodox,4.1,31,7.37,52,0.75,21,83,0.0,0.5,36,61
Maia Stevenson,6,5,0,115.0,62.0,Orthodox,1.57,54,3.13,33,3.91,100,50,0.0,0.55,40,64
Brian Cobb,20,9,0,155.0,,Orthodox,0.0,0,3.68,55,5.81,50,0,0.0,0.69,,71
Tom Sauer,25,12,0,263.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.68,51,73
Samy Schiavo,10,6,0,155.0,,Orthodox,1.68,34,2.62,38,0.94,50,66,0.9,0.62,46,68
Jorge Oliveira,5,3,1,205.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.62,,73
Hilarie Rose,4,2,0,115.0,63.0,Orthodox,2.33,33,6.13,44,0.0,0,100,0.0,0.67,29,63
Justin Buchholz,15,10,0,155.0,73.0,Orthodox,2.35,26,4.14,51,0.0,0,33,0.8,0.6,38,72
Victor Martinez,13,4,0,155.0,70.0,Orthodox,9.6,52,7.53,55,1.0,50,75,0.0,0.76,31,68
Edward Faaloloto,2,5,0,155.0,70.0,,2.28,32,6.25,44,1.01,25,33,0.0,0.29,38,
Renee Forte,8,4,0,155.0,71.0,Orthodox,2.08,32,2.12,63,2.32,58,66,0.0,0.67,35,67
Karl Amoussou,27,7,2,185.0,,Orthodox,1.47,34,2.67,54,0.0,0,25,1.0,0.79,36,71
Chris Saunders,16,8,0,155.0,,,1.48,22,2.96,75,3.7,100,0,0.0,0.67,36,68
Mike Ricci,11,5,0,155.0,76.0,Southpaw,1.8,32,1.64,65,0.67,100,54,0.0,0.69,36,72
Takanori Gomi,35,14,0,155.0,70.0,Southpaw,3.81,41,3.52,60,1.23,65,63,0.8,0.71,43,67
Doug Marshall,18,8,0,205.0,,Orthodox,6.99,46,4.02,60,0.0,0,66,2.4,0.69,46,70
Jeff Joslin,5,3,0,170.0,,Orthodox,2.17,39,1.57,65,0.5,33,64,0.5,0.62,47,72
Joshua Burkman,28,16,0,170.0,72.0,Orthodox,2.69,43,3.13,51,2.53,36,72,0.3,0.64,42,70
Brock Larson,42,10,0,170.0,71.0,Southpaw,1.39,46,1.5,55,2.67,34,43,2.0,0.81,44,71
Ricky Glenn,22,6,2,155.0,70.0,Southpaw,4.03,43,3.89,52,0.57,13,68,0.4,0.79,33,72
Kuniyoshi Hironaka,23,9,0,168.0,70.0,Orthodox,1.98,40,3.01,54,1.91,30,25,0.6,0.72,46,70
Andre Fili,21,9,0,145.0,74.0,Orthodox,3.82,36,3.92,52,2.49,50,68,0.2,0.7,32,71
Luigi Fioravanti,26,15,0,170.0,70.0,Orthodox,2.23,42,2.21,69,3.76,63,67,0.9,0.63,41,68
Chris Wilson,18,10,0,170.0,75.0,Orthodox,2.32,50,1.36,55,1.31,50,60,1.6,0.64,45,73
Diego Sanchez,31,13,0,170.0,72.0,Southpaw,2.69,37,3.02,56,1.51,24,46,0.8,0.7,40,70
Ariel Gandulla,7,9,0,205.0,,Orthodox,1.95,23,2.07,72,1.88,66,0,0.0,0.44,54,71
Georges St-Pierre,26,2,0,185.0,76.0,Orthodox,3.78,53,1.4,72,4.16,74,83,1.1,0.93,41,71
Jeff Terry,2,3,0,205.0,,,1.09,50,9.27,19,0.0,0,100,0.0,0.4,,74
Jean Silva,19,12,3,160.0,,Orthodox,0.73,22,2.93,52,0.0,0,0,0.0,0.61,44,66
Kevin Knabjian,12,7,1,170.0,,Orthodox,0.0,0,15.56,22,0.0,0,100,0.0,0.63,38,70
Jadson Costa,22,8,0,155.0,,Orthodox,0.2,50,3.05,50,0.0,0,0,0.0,0.73,,67
Akihiro Gono,35,21,8,170.0,68.0,Switch,2.18,48,2.67,63,1.01,84,46,0.5,0.62,47,67
Fabio Mello,11,8,0,155.0,,Southpaw,0.86,35,3.94,50,0.0,0,0,0.0,0.58,,65
Jesse Sanders,23,7,0,170.0,,Orthodox,0.0,0,6.45,35,0.0,0,50,0.0,0.77,,72
Won Sik Park,11,7,1,154.0,,Orthodox,2.6,43,2.2,47,0.0,0,0,0.0,0.61,,71
Motoki Miyazawa,7,3,0,168.0,,Southpaw,1.23,28,3.91,61,0.0,0,0,0.0,0.7,,71
Paulo Thiago,18,9,0,170.0,74.0,Orthodox,1.71,39,1.99,63,1.42,31,63,1.2,0.67,41,71
Mike Pierce,17,7,0,170.0,71.0,Orthodox,2.62,42,2.36,62,3.08,42,71,0.2,0.71,41,68
Solomon Hutcherson,11,7,0,185.0,,Southpaw,2.59,39,2.59,64,3.53,100,0,0.0,0.61,49,71
Gary Padilla,12,6,0,205.0,,,2.2,27,2.0,76,0.0,0,50,0.0,0.67,42,71
Ben Saunders,22,13,2,170.0,77.0,Orthodox,3.23,50,3.58,51,0.2,40,66,1.3,0.63,39,74
Rene Kronvold,5,1,0,170.0,,Orthodox,0.82,100,2.47,60,0.0,0,66,4.1,0.83,,68
Brad Morris,10,6,0,205.0,,Orthodox,0.5,62,6.95,27,0.0,0,0,0.0,0.62,42,74
Erick Silva,19,9,0,170.0,74.0,Orthodox,2.5,48,4.18,49,0.85,35,56,1.4,0.68,38,72
Johny Hendricks,18,8,0,185.0,69.0,Southpaw,3.49,45,3.99,53,3.83,46,63,0.3,0.69,38,69
Thiago Alves,23,15,0,170.0,70.0,Orthodox,3.73,41,3.42,62,0.71,60,63,0.3,0.61,38,69
Jake O'Brien,15,4,0,205.0,76.0,Orthodox,1.31,31,1.92,69,6.39,54,25,0.2,0.79,37,75
Justin Bruckmann,7,3,0,170.0,,Orthodox,0.59,66,5.91,16,0.0,0,33,0.0,0.7,,69
Crosley Gracie,2,2,0,190.0,,Orthodox,1.69,37,1.54,60,3.46,85,50,0.6,0.5,43,69
Denis Stojnic,13,3,0,245.0,,Orthodox,1.51,23,6.06,36,0.0,0,80,1.0,0.81,42,72
Justin Haskins,7,6,0,170.0,,Orthodox,1.51,33,2.65,54,1.62,40,52,0.8,0.54,42,70
Travis Galbraith,18,7,0,170.0,,Orthodox,2.21,40,3.45,48,1.33,25,0,1.3,0.72,41,72
Dan Barrera,3,1,0,170.0,,Orthodox,0.8,70,1.2,28,1.0,8,0,0.0,0.75,41,69
Cheick Kongo,27,10,2,240.0,82.0,Orthodox,3.33,56,1.28,54,2.3,56,52,0.2,0.73,47,76
Brock Lesnar,5,3,0,265.0,81.0,Orthodox,3.53,72,2.11,50,3.9,55,60,0.5,0.62,45,75
Luiz Azeredo,15,10,0,154.0,,Orthodox,2.16,39,2.76,57,1.07,50,45,0.3,0.6,46,69
Kristof Midoux,6,10,0,220.0,,Orthodox,0.7,43,2.89,49,0.0,0,0,0.0,0.38,47,73
Jose Barreto,0,1,0,185.0,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,
Carlos Condit,32,14,0,170.0,75.0,Orthodox,3.66,39,2.67,55,0.59,46,38,1.0,0.7,38,74
Ansar Chalangov,14,5,0,170.0,,Orthodox,0.68,66,1.69,54,0.0,0,0,7.6,0.74,42,69
Derrick Noble,27,15,1,170.0,,Southpaw,6.21,40,3.79,59,0.0,0,0,0.0,0.64,43,69
Claudionor Fontinelle,10,15,1,185.0,,Orthodox,2.62,42,10.25,28,0.0,0,0,0.0,0.4,,65
Gilbert Aldana,6,2,0,250.0,,Orthodox,2.91,54,6.26,26,2.57,40,33,0.0,0.75,44,73
Min Soo Kim,3,7,0,255.0,,Southpaw,0.87,100,3.48,20,0.0,0,0,0.0,0.3,47,73
Dan Evensen,11,4,0,250.0,,Orthodox,0.27,10,3.86,38,0.0,0,0,4.0,0.73,48,75
Tetsuji Kato,20,10,0,155.0,,Orthodox,1.2,29,2.1,70,2.0,57,80,0.5,0.67,,
Israel Albuquerque,0,3,0,185.0,,Orthodox,0.32,13,3.34,25,0.0,0,0,0.0,0.0,,
Hayato Sakurai,38,13,2,168.0,,Orthodox,2.45,49,1.94,59,1.87,69,56,0.3,0.75,46,67
Roan Carneiro,21,11,0,170.0,76.0,Orthodox,1.46,46,1.82,62,3.05,42,83,1.4,0.66,44,71
Kyle Jensen,4,11,2,170.0,,Orthodox,0.0,0,0.92,60,6.92,100,0,6.9,0.27,43,69
Alexandre Dantas,0,3,0,238.0,,Orthodox,0.21,25,1.87,60,0.0,0,0,3.1,0.0,43,74
Alex Stiebling,19,11,1,205.0,,Southpaw,1.77,42,1.45,52,0.35,66,66,0.7,0.63,,74
Tim Sylvia,31,10,0,265.0,80.0,Orthodox,4.23,41,2.61,61,0.11,100,75,0.1,0.76,46,80
Alexander Otsuka,5,13,0,205.0,,Orthodox,0.9,55,1.16,51,1.51,43,53,0.8,0.28,51,73
Carlos Newton,16,14,0,170.0,,Orthodox,0.65,41,1.55,44,2.47,70,43,0.9,0.53,45,69
Heath Herring,28,16,0,250.0,78.0,Orthodox,2.37,50,1.77,54,1.22,50,32,0.7,0.64,44,76
Daiju Takase,12,15,2,170.0,,Southpaw,0.49,30,1.64,47,0.84,17,21,1.2,0.44,44,72
Jeremy Horn,91,22,5,185.0,74.0,Orthodox,1.19,39,1.99,55,1.83,38,29,1.1,0.81,46,73
Luciano Azevedo,17,9,1,161.0,,Orthodox,0.76,45,1.97,27,2.28,11,0,0.0,0.65,41,75
Brady Fink,2,3,0,183.0,,Orthodox,1.69,41,1.69,61,3.63,25,0,3.6,0.4,,72
Hidehiko Hasegawa,19,20,6,170.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.49,44,69
Hidetaka Monma,18,11,4,168.0,,Orthodox,1.67,25,9.76,34,0.0,0,0,0.0,0.62,48,72
Mark Hughes,6,2,0,205.0,,Southpaw,0.9,47,0.4,42,3.0,50,0,4.5,0.75,48,69
Lee Murray,8,2,1,185.0,,Orthodox,0.36,15,3.28,32,0.9,100,42,1.8,0.8,44,75
Jason Guida,19,28,0,214.0,,,1.87,40,3.33,52,1.0,14,50,1.0,0.4,44,70
Ryo Chonan,22,13,0,170.0,70.0,Orthodox,2.57,43,2.25,60,0.61,41,39,0.3,0.63,45,69
Mike Bourke,10,16,1,275.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.38,,72
Bob Gilstrap,5,7,0,200.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.42,,75
Curtis Stout,11,12,1,185.0,,Southpaw,0.69,67,3.2,29,0.0,0,20,0.0,0.48,48,73
Jorge Rivera,20,9,0,185.0,73.0,Orthodox,3.16,48,2.64,54,0.84,50,63,0.1,0.69,50,73
Brad Imes,13,7,0,265.0,,Orthodox,2.73,31,4.24,49,1.72,71,0,1.0,0.65,45,79
Iouri Kotchkine,7,4,1,235.0,,Orthodox,0.67,38,4.92,15,0.0,0,25,0.0,0.64,,74
Tony Fryklund,14,9,1,185.0,,Orthodox,3.49,39,6.5,43,0.0,0,66,0.5,0.61,51,72
Willie Peeters,9,10,1,220.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.47,56,69
Denis Sobolev,4,7,0,216.0,,Orthodox,0.0,0,5.45,33,0.0,0,0,0.0,0.36,,75
Chris Leben,22,11,0,185.0,73.0,Southpaw,2.87,42,2.87,52,1.14,41,53,0.8,0.67,42,71
Nate Marquardt,35,19,2,185.0,74.0,Orthodox,2.71,49,2.32,55,1.87,51,70,0.8,0.65,43,72
Thales Leites,28,9,0,185.0,78.0,Orthodox,2.13,40,2.99,52,2.1,27,30,1.1,0.76,40,73
Forrest Griffin,19,7,0,205.0,77.0,Orthodox,4.38,36,2.81,61,1.05,48,57,0.7,0.73,43,75
Demian Maia,28,11,0,170.0,72.0,Southpaw,1.8,43,2.07,63,2.49,24,61,1.0,0.72,44,73
Dan Christison,20,7,0,265.0,,Orthodox,4.23,51,3.88,54,0.0,0,37,1.1,0.74,50,80
Chael Sonnen,29,15,1,205.0,73.0,Southpaw,3.08,43,1.1,62,3.81,59,66,0.4,0.66,45,73
Rodrigo Ruas,4,5,1,185.0,,Orthodox,1.28,35,7.0,41,0.0,0,0,0.0,0.44,44,70
Yushin Okami,34,12,0,170.0,75.0,Southpaw,2.06,38,2.25,60,1.98,39,84,0.5,0.74,41,74
Nick Diaz,26,10,0,170.0,76.0,Southpaw,5.71,42,3.84,59,1.28,32,60,1.0,0.72,38,73
Donnie Chappell,0,1,0,178.0,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,71
Jay Silva,10,11,1,185.0,,Southpaw,1.13,34,3.07,40,0.0,0,38,1.0,0.48,,74
Brian Sleeman,9,9,1,185.0,,,4.0,48,1.85,70,9.23,100,100,0.0,0.5,,68
Jason Thacker,0,1,0,185.0,,Orthodox,0.63,33,17.05,32,0.0,0,0,0.0,0.0,46,70
Floyd Sword,12,3,0,185.0,,Orthodox,0.78,42,1.57,40,0.0,0,33,0.0,0.8,45,72
Hector Ramirez,10,6,1,205.0,,Orthodox,2.27,41,4.6,56,2.3,55,66,0.5,0.62,46,72
Edson Silva,14,12,0,205.0,,Orthodox,2.69,14,5.37,50,0.0,0,0,0.0,0.54,,
Shannon Gugerty,15,7,0,155.0,71.0,Orthodox,1.25,39,1.88,58,2.13,27,50,3.4,0.68,40,70
Jason Black,23,4,1,155.0,,Orthodox,1.06,47,2.6,45,0.48,33,28,6.2,0.85,50,68
Tiago dos Santos e Silva,20,7,2,145.0,70.0,Orthodox,3.69,35,4.23,59,0.63,11,33,0.3,0.74,35,69
Maximo Blanco,12,8,1,145.0,71.0,Orthodox,4.11,44,3.19,66,1.85,36,63,0.3,0.6,38,68
Leonard Garcia,18,13,1,145.0,68.0,Orthodox,2.77,24,4.79,52,0.3,26,42,0.5,0.58,43,70
Ricardo Lamas,20,8,0,145.0,71.0,Orthodox,3.13,47,2.87,57,1.84,33,46,0.9,0.71,40,68
Yui Chul Nam,18,8,1,145.0,,Orthodox,3.53,51,2.0,48,1.33,16,57,0.3,0.69,41,69
Katsuya Inoue,19,9,4,168.0,,Southpaw,3.41,24,12.89,51,0.0,0,66,0.0,0.68,42,69
Godofredo Pepey,13,6,0,145.0,73.0,Orthodox,2.32,38,3.23,47,0.37,7,35,1.5,0.68,35,67
Tim McKenzie,14,9,0,185.0,74.0,Orthodox,1.37,54,2.96,44,0.0,0,28,2.1,0.61,40,72
Brian Stann,12,6,0,205.0,74.0,Orthodox,3.28,42,2.65,59,0.12,12,60,0.3,0.67,41,73
Chad W. Saunders,7,2,0,170.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.78,,70
Luiz Cane,17,7,0,185.0,77.0,Southpaw,4.79,41,5.0,60,0.56,28,100,0.3,0.71,41,74
Won Jin Eoh,5,5,1,160.0,,Orthodox,3.74,44,3.58,46,0.0,0,50,0.0,0.5,,67
Cyrille Diabate,19,10,1,205.0,81.0,Southpaw,4.06,71,1.78,60,1.17,83,53,0.2,0.66,48,78
Mike Massenzio,13,9,0,185.0,73.0,Southpaw,2.08,45,3.59,54,2.74,24,50,1.4,0.59,39,74
Riki Fukuda,24,9,0,185.0,73.0,Southpaw,4.24,43,3.71,64,2.17,43,70,0.0,0.73,41,72
Dennis Bermudez,17,9,0,155.0,66.0,Orthodox,4.42,46,3.07,59,3.89,40,82,1.1,0.65,35,66
