name,win,loss,tie,weight_lbs,reach_inch,stance,slpm,str_acc,sapm,str_def,tdavg,tdacc,tddef,subavg,w/l_ratio,age,inches
Masio Fullen,11,7,0,145.0,70.0,Orthodox,2.46,32,3.5,54,0.47,33,69,0.0,0.61,35,70
Alex Hunter,2,0,0,226.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,1.0,,69
Shane Burgos,15,3,0,145.0,75.0,Orthodox,7.4,52,6.78,56,0.43,44,91,0.4,0.83,31,71
Danny Henry,12,4,0,145.0,73.0,Orthodox,5.2,51,4.16,45,0.74,33,50,2.2,0.75,34,72
Chris Fishgold,18,4,1,145.0,68.0,Orthodox,2.01,32,2.7,46,2.59,46,44,1.3,0.82,30,68
Francisco Bueno,5,2,0,225.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.71,,69
Danny Abbadi,4,6,0,155.0,,Orthodox,3.29,38,4.41,57,0.0,0,77,0.0,0.4,39,71
John Halverson,16,8,0,155.0,,Southpaw,2.94,43,5.29,47,0.0,0,66,2.0,0.67,49,69
Diego Saraiva,22,20,1,155.0,,Orthodox,1.64,32,3.58,62,1.33,40,0,0.7,0.52,40,66
Mark Kerr,15,11,0,266.0,,Switch,0.28,41,0.89,28,2.92,77,0,0.4,0.58,53,75
Renan Barao,34,9,0,145.0,70.0,Orthodox,3.78,36,3.9,57,1.49,41,91,0.5,0.79,35,66
Tyrone Roberts,43,12,1,185.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.78,,69
Alvin Robinson,15,9,0,155.0,68.0,Southpaw,1.57,50,1.29,51,1.24,50,25,1.2,0.62,40,69
Conor Heun,9,5,0,155.0,,Orthodox,2.92,36,3.66,54,2.45,31,33,0.3,0.64,43,70
Sako Chivitchian,8,1,0,155.0,,,2.4,27,4.8,46,0.0,0,100,0.0,0.89,38,71
Josh Emmett,18,2,0,145.0,70.0,Orthodox,4.28,37,4.29,63,1.04,40,58,0.1,0.9,37,66
Satoshi Honma,4,6,3,205.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.4,54,73
Greg Stott,0,1,0,220.0,,Southpaw,0.0,0,0.0,0,0.0,0,0,0.0,0.0,,67
Jared Gordon,18,5,0,155.0,68.0,Orthodox,5.24,57,3.2,58,2.22,39,54,0.0,0.78,33,69
Kalib Starnes,17,11,1,185.0,74.0,Orthodox,2.71,48,4.43,53,1.46,33,25,0.6,0.61,47,75
Daniel Teymur,7,4,0,145.0,69.0,Orthodox,3.08,46,3.93,56,0.56,18,60,0.3,0.64,34,65
Branko Cikatic,0,2,0,215.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,67,73
Hakeem Dawodu,13,2,1,145.0,73.0,Orthodox,5.39,50,2.72,59,0.0,0,65,0.0,0.87,31,68
Dwayne Cason,1,1,0,212.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.5,,70
Magno Almeida,10,3,0,155.0,,,1.67,36,2.6,41,0.0,0,40,5.0,0.77,37,72
Phillipe Nover,11,8,1,145.0,72.0,Orthodox,1.79,35,2.48,56,0.99,28,44,0.7,0.58,38,69
Pedro Otavio,19,8,0,245.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.7,,75
Jon Tuck,10,5,0,155.0,73.0,Orthodox,3.0,40,3.74,60,0.42,33,50,1.0,0.67,37,71
Desmond Green,23,8,0,155.0,73.0,Southpaw,3.7,46,2.51,69,1.62,50,75,0.0,0.74,32,70
Ryan Couture,11,5,0,155.0,73.0,Orthodox,3.54,45,2.87,54,1.55,29,46,1.3,0.69,39,70
Grant Dawson,18,1,1,155.0,72.0,Switch,3.17,50,2.56,45,3.97,34,40,1.4,0.95,28,70
Mirsad Bektic,13,4,0,145.0,70.0,Orthodox,2.43,41,1.8,57,3.98,52,92,0.4,0.76,31,68
Hacran Dias,23,6,1,155.0,69.0,Orthodox,2.08,41,3.31,55,2.5,39,76,0.5,0.79,38,68
Alan Belcher,18,8,0,185.0,75.0,Orthodox,2.7,41,3.1,59,0.44,26,55,0.9,0.69,38,74
Houston Dorr,1,2,0,210.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.33,,73
Yuhi Sano,0,4,0,243.0,,Orthodox,0.0,0,0.0,0,0.0,0,0,0.0,0.0,57,71
Kyle Bochniak,8,5,0,145.0,70.0,Orthodox,2.63,31,5.11,58,1.14,15,62,0.0,0.62,35,67
Danny Chavez,11,5,1,145.0,67.0,Orthodox,2.86,38,3.83,50,1.95,60,87,0.0,0.69,35,68
Yoshinori Horie,8,2,0,145.0,70.0,Orthodox,2.76,49,5.65,48,0.0,0,0,0.0,0.8,27,68
Michel Quinones,8,3,0,155.0,73.0,Orthodox,2.91,29,5.98,48,0.0,0,36,0.0,0.73,37,70
Movsar Evloev,16,0,0,145.0,72.0,Orthodox,4.36,46,2.79,63,4.83,50,71,0.3,1.0,28,67
Zhang Tiequan,15,4,0,155.0,69.0,Orthodox,1.23,36,2.14,51,1.95,58,75,3.4,0.79,44,68
Michael Trizano,10,3,0,145.0,71.0,Orthodox,3.45,52,4.34,49,0.38,66,71,0.6,0.77,30,71
Norman Parke,23,6,1,155.0,70.0,Southpaw,3.06,35,2.88,64,1.98,26,77,0.0,0.79,35,71
Rob Emerson,18,12,0,155.0,70.0,Orthodox,2.5,30,2.83,64,2.02,52,65,0.4,0.6,40,69
Levan Makashvili,15,2,1,145.0,68.0,Orthodox,2.87,54,2.07,61,3.67,42,85,0.0,0.88,33,68
Zubaira Tukhugov,20,5,1,145.0,68.0,Orthodox,2.94,39,2.84,65,2.46,43,100,0.0,0.8,31,68
TJ Brown,16,9,0,145.0,72.0,Switch,3.68,43,2.88,50,3.86,61,41,1.6,0.64,32,69
Kai Kamaka,8,4,1,145.0,69.0,Orthodox,4.96,57,5.29,55,1.93,58,52,0.3,0.67,27,67
Sage Northcutt,11,2,0,170.0,71.0,Orthodox,3.58,52,1.96,58,1.81,34,41,0.6,0.85,26,72
Ricardo Ramos,16,4,0,145.0,72.0,Orthodox,3.32,38,3.82,57,2.58,58,72,0.6,0.8,26,69
Darrick Minner,26,13,0,145.0,69.0,Orthodox,2.58,64,1.95,32,2.46,72,66,2.8,0.67,32,67
Brandon Davis,10,9,0,135.0,72.0,Orthodox,4.63,35,4.46,60,0.7,45,56,0.1,0.53,32,70
Paul Redmond,12,7,0,145.0,,Orthodox,0.72,34,2.99,41,0.0,0,50,0.0,0.63,35,70
Enrique Barzola,17,5,2,145.0,70.0,Orthodox,3.91,41,2.97,68,4.2,45,66,0.3,0.77,33,67
Joe Giannetti,6,1,0,155.0,74.0,Southpaw,1.93,38,2.8,40,1.0,16,0,0.0,0.86,27,72
Jorge Santiago,25,12,0,170.0,75.0,Orthodox,1.69,35,2.62,56,0.58,30,52,0.8,0.68,41,73
Mark Eddiva,6,3,0,145.0,68.0,Orthodox,3.37,45,2.98,54,1.45,22,63,0.0,0.67,36,68
Lucas Almeida,13,1,0,145.0,71.0,Orthodox,6.6,47,5.63,48,0.0,0,50,0.0,0.93,31,71
Colin Fletcher,14,8,0,155.0,,Orthodox,3.1,34,2.97,62,0.0,0,27,0.0,0.64,39,74
Kazuki Tokudome,18,7,1,155.0,73.0,Southpaw,2.26,41,3.63,53,2.0,38,78,0.0,0.72,35,71
Danny Downes,8,3,0,155.0,72.0,Orthodox,1.66,34,3.53,37,0.0,0,37,0.5,0.73,36,72
Dylan Lockard,6,2,0,145.0,72.0,Orthodox,1.31,53,3.31,52,2.31,40,28,1.2,0.75,30,69
Jordan Griffin,18,9,0,145.0,73.0,Southpaw,2.52,46,3.02,50,1.45,35,42,1.9,0.67,32,70
Michinori Tanaka,11,3,0,135.0,67.0,Orthodox,1.97,37,1.99,50,2.4,38,43,0.2,0.79,31,65
Giga Chikadze,14,3,0,145.0,74.0,Orthodox,4.05,42,3.35,62,0.26,33,69,0.3,0.82,33,72
Horacio Gutierrez,4,3,0,145.0,,,0.86,26,2.91,46,0.0,0,50,0.0,0.57,31,70
Naoyuki Kotani,34,14,7,155.0,66.0,Southpaw,1.02,31,2.89,50,0.83,16,46,0.8,0.71,40,68
Chris Avila,5,4,0,145.0,,Orthodox,2.37,30,4.17,48,0.0,0,46,0.0,0.56,29,70
Tony Kelley,8,3,0,135.0,70.0,Switch,5.55,47,4.85,45,0.0,0,52,1.4,0.73,35,69
Edimilson Souza,15,5,0,145.0,74.0,Orthodox,4.65,44,2.91,58,0.0,0,50,0.0,0.75,37,72
Chris Horodecki,21,7,1,155.0,69.0,Orthodox,4.59,41,3.16,65,1.52,55,37,0.9,0.75,34,69
Jumabieke Tuerxun,19,4,1,135.0,,Orthodox,1.6,28,3.08,59,0.47,11,66,0.9,0.83,36,67
Johnny Case,22,6,0,155.0,72.0,Orthodox,3.95,38,2.66,61,1.7,45,72,0.2,0.79,33,70
Roland Delorme,9,5,0,135.0,71.0,Orthodox,2.28,44,4.32,40,2.51,34,42,1.6,0.64,38,69
Austin Springer,12,4,0,145.0,71.0,Orthodox,3.54,57,3.15,41,3.37,40,100,0.8,0.75,35,68
Jamall Emmers,18,6,0,145.0,74.0,Orthodox,5.73,53,4.44,55,2.76,53,100,0.4,0.75,33,70
Teruto Ishihara,10,7,2,135.0,69.0,Southpaw,3.26,44,3.63,53,0.5,16,30,0.0,0.59,31,67
Artem Lobov,13,15,1,145.0,65.0,Southpaw,3.52,41,4.82,50,0.39,25,52,0.0,0.46,35,69
Ali AlQaisi,8,5,0,135.0,68.0,Orthodox,2.43,42,1.97,56,3.5,29,60,1.0,0.62,31,66
Julian Marquez,9,3,0,185.0,72.0,Orthodox,4.18,43,3.84,51,0.0,0,53,3.0,0.75,32,74
Yan Cabral,13,3,0,155.0,73.0,Orthodox,2.02,47,1.98,62,2.89,35,37,1.2,0.81,39,71
Adrian Yanez,16,3,0,135.0,70.0,Orthodox,6.62,40,5.49,59,0.0,0,100,0.0,0.84,28,67
Leandro Issa,13,6,0,135.0,69.0,Orthodox,2.08,37,3.17,58,2.38,22,50,1.2,0.68,38,67
Ed Ratcliff,7,3,0,155.0,71.0,Orthodox,2.71,38,2.96,63,0.28,16,53,0.0,0.7,39,70
Frankie Perez,10,4,0,155.0,73.0,Orthodox,1.64,41,2.17,54,1.75,41,50,0.3,0.71,33,71
Ihor Potieria,19,2,0,205.0,75.0,Southpaw,4.89,72,5.7,32,0.0,0,0,0.0,0.9,26,75
Josh Ferguson,10,5,0,125.0,,Orthodox,2.13,43,4.18,32,0.59,11,54,0.0,0.67,34,65
Marcus Brimage,7,7,0,135.0,71.0,Southpaw,3.97,35,3.64,56,0.56,100,80,0.0,0.5,37,64
Matt Sayles,8,4,0,155.0,68.0,Orthodox,4.83,41,2.81,61,0.36,16,81,0.7,0.67,28,67
Yuta Sasaki,21,6,2,125.0,71.0,Southpaw,2.16,41,2.5,50,3.03,43,41,1.2,0.78,32,70
Nick Denis,11,3,0,135.0,,Orthodox,6.54,53,5.42,36,2.8,100,80,0.0,0.79,38,67
Pat Sabatini,17,3,0,145.0,70.0,Orthodox,1.69,56,1.3,53,3.84,44,50,1.9,0.85,31,68
Jake Matthews,18,5,0,170.0,73.0,Orthodox,3.17,45,2.18,61,1.85,41,66,0.6,0.78,27,71
Vince Cachero,7,4,0,145.0,68.0,Orthodox,3.29,45,6.51,43,0.0,0,18,0.5,0.64,32,66
Gregory Rodrigues,12,4,0,185.0,75.0,Orthodox,6.0,55,5.73,53,2.4,53,100,0.7,0.75,30,75
Alex White,13,6,0,155.0,71.0,Southpaw,3.76,42,3.07,60,0.92,28,71,0.5,0.68,33,72
Rolando Dy,9,7,1,145.0,69.0,Orthodox,3.04,37,4.47,52,0.3,20,68,0.0,0.56,31,68
Chris Wade,12,3,0,155.0,70.0,Orthodox,1.7,53,1.75,51,2.6,51,55,1.1,0.8,34,70
Alex Karalexis,10,6,0,155.0,66.0,Orthodox,2.57,42,2.39,54,2.7,45,86,0.9,0.62,44,68
Lucasz Sudolski,8,1,0,205.0,75.0,Orthodox,5.7,67,4.89,28,0.0,0,100,0.0,0.89,29,76
Johnny Sampaio,3,1,0,170.0,,Orthodox,1.32,40,2.64,50,9.89,50,0,9.9,0.75,46,68
Marc Diakiese,15,5,0,155.0,73.0,Orthodox,2.84,39,2.56,53,3.17,42,62,0.0,0.75,29,70
Sheymon Moraes,11,4,0,145.0,72.0,Orthodox,3.0,42,3.64,63,0.0,0,53,0.0,0.73,31,68
Stephen Bass,11,2,0,145.0,,Orthodox,4.87,52,5.87,55,0.0,0,0,0.0,0.85,39,69
Yazan Hajeh,6,1,0,145.0,,Orthodox,1.54,25,17.44,44,0.0,0,100,0.0,0.86,29,69
Jenel Lausa,7,5,0,125.0,68.0,Orthodox,1.44,42,3.53,53,0.55,66,51,0.8,0.58,33,65
Dashon Johnson,9,2,0,145.0,,Orthodox,1.01,69,3.83,35,0.85,33,63,0.8,0.82,34,67
Joseph Sandoval,7,7,0,135.0,,Southpaw,1.82,42,12.12,60,0.0,0,0,0.0,0.5,36,67
Jordan Williams,9,6,0,185.0,75.0,Southpaw,5.83,50,5.46,35,1.11,50,85,0.0,0.6,31,73
Zhang Lipeng,23,9,1,155.0,71.0,Southpaw,1.28,48,1.88,53,1.75,30,69,0.8,0.72,32,71
Junyong Park,14,5,0,185.0,73.0,Orthodox,5.14,50,3.93,53,2.12,55,70,0.4,0.74,31,70
Josh Rafferty,9,8,0,170.0,,Orthodox,0.6,33,3.6,50,0.0,0,0,9.0,0.53,41,72
Cain Carrizosa,10,3,0,155.0,,Orthodox,2.72,42,5.8,51,0.0,0,14,0.0,0.77,36,68
Jason Von Flue,14,12,1,170.0,,Orthodox,1.89,36,3.23,52,0.62,16,58,1.5,0.54,46,72
Lukasz Sajewski,13,3,0,155.0,71.0,Orthodox,2.06,35,3.88,57,1.01,25,66,0.0,0.81,31,68
Drakkar Klose,12,2,1,155.0,70.0,Orthodox,4.42,55,3.61,53,1.77,33,68,0.0,0.86,34,69
Bibulatov Magomed,14,2,0,125.0,65.0,Orthodox,3.6,51,1.83,52,2.85,40,75,0.0,0.88,33,65
Eric Shelton,12,6,0,125.0,68.0,Orthodox,2.57,42,1.88,63,2.83,51,46,0.2,0.67,31,66
Tim Caron,7,1,0,185.0,,Orthodox,0.59,50,6.9,12,0.0,0,0,0.0,0.88,35,73
Yao Zhikui,2,4,0,125.0,64.0,Orthodox,1.44,21,2.82,48,0.66,16,58,0.0,0.33,31,65
Nassourdine Imavov,11,3,0,185.0,75.0,Orthodox,4.29,56,2.23,55,0.62,20,72,2.5,0.79,27,75
Ian Garry,10,0,0,170.0,74.0,Orthodox,5.95,56,4.34,52,0.43,50,75,0.0,1.0,24,75
Teemu Packalen,8,3,0,155.0,75.0,Orthodox,2.57,54,3.91,47,2.31,25,100,1.5,0.73,35,73
Joe Duffy,16,5,0,155.0,73.0,Orthodox,2.68,34,3.78,54,0.96,66,64,0.7,0.76,34,70
Leonardo Mafra,13,4,0,155.0,70.0,Orthodox,4.55,48,4.38,43,2.12,83,69,0.4,0.76,33,70
Eric Wray,5,1,0,170.0,,Orthodox,1.76,48,3.12,28,4.07,66,0,2.0,0.83,,72
Marc-Andre Barriault,14,5,0,185.0,74.0,Orthodox,5.79,46,5.04,55,0.34,25,68,0.2,0.74,32,73
Rafael Alves,20,10,0,155.0,68.0,Orthodox,2.1,47,3.56,58,0.0,0,60,1.8,0.67,31,68
Nick Hein,14,5,0,155.0,66.0,Southpaw,2.65,35,3.61,59,0.86,33,83,0.0,0.74,38,66
John Phillips,22,11,0,185.0,75.0,Southpaw,1.72,34,4.03,49,0.0,0,7,0.0,0.67,37,71
Anthony Hernandez,9,2,0,185.0,75.0,Orthodox,4.26,58,3.93,46,5.39,70,66,2.3,0.82,28,72
Viacheslav Borshchev,6,2,0,155.0,69.0,Orthodox,2.85,63,2.64,50,0.0,0,37,0.0,0.75,30,71
Brandon Jenkins,15,9,0,155.0,71.0,Switch,2.93,41,8.05,33,0.0,0,27,0.0,0.62,30,72
Brendan O'Reilly,6,3,0,170.0,69.0,Orthodox,1.9,47,2.77,39,2.22,43,36,0.6,0.67,35,67
Sai Wang,20,6,1,170.0,,Southpaw,3.17,46,2.27,53,0.0,0,77,0.0,0.77,36,72
Ian Heinisch,14,5,0,185.0,72.0,Orthodox,3.25,50,2.98,59,1.02,17,59,0.7,0.74,33,71
Jarred Brooks,13,2,0,125.0,62.0,Switch,2.12,46,1.66,62,4.54,57,69,0.6,0.87,29,63
Royston Wee,4,1,0,135.0,67.0,Orthodox,1.1,60,2.45,49,3.38,81,0,0.0,0.8,35,67
Ottman Azaitar,13,0,0,155.0,71.0,Switch,8.43,57,1.76,67,0.0,0,100,0.0,1.0,32,68
Darian Weeks,5,2,0,170.0,72.0,Orthodox,5.27,55,6.07,49,2.5,45,0,0.0,0.71,28,71
Gabe Green,11,4,0,170.0,73.0,Switch,6.2,45,6.92,46,0.83,50,53,0.3,0.73,29,70
Bobby Green,29,13,1,155.0,71.0,Orthodox,5.88,52,3.65,62,1.34,38,72,0.3,0.69,35,70
Alejandro Flores,17,3,0,145.0,73.0,Orthodox,3.66,40,2.02,54,0.0,0,0,0.0,0.85,30,70
Charles Byrd,10,7,0,185.0,73.0,Orthodox,3.43,55,2.63,55,2.5,50,40,1.5,0.59,38,70
Chris Duncan,7,1,0,155.0,71.0,Orthodox,6.59,45,7.5,32,5.49,66,0,0.0,0.88,29,70
Oskar Piechota,11,3,1,185.0,76.0,Southpaw,3.3,52,3.93,51,0.61,40,38,1.5,0.79,32,72
Dakota Bush,8,4,0,155.0,73.0,Orthodox,2.77,38,4.42,41,2.4,33,0,0.0,0.67,28,70
Damir Ismagulov,24,1,0,155.0,74.0,Orthodox,4.05,42,2.56,63,1.4,28,90,0.0,0.96,31,70
Mickael Lebout,16,7,1,155.0,73.0,Orthodox,2.6,34,2.98,54,0.0,0,60,0.0,0.7,34,71
Omari Akhmedov,21,6,1,185.0,73.0,Orthodox,2.97,34,2.84,55,2.58,45,65,0.2,0.78,34,72
Vik Grujic,6,6,0,170.0,73.0,Orthodox,2.24,48,3.39,41,1.18,33,26,0.4,0.5,45,71
Danny Mitchell,19,9,1,170.0,,Orthodox,2.53,49,2.53,52,0.0,0,100,3.0,0.68,35,74
Dave Galera,5,1,0,135.0,,Orthodox,1.67,69,0.53,33,0.0,0,14,2.0,0.83,44,71
Jose Torres,8,1,0,125.0,65.0,Orthodox,4.37,36,9.84,50,1.28,33,75,0.0,0.89,29,64
Khama Worthy,16,9,0,155.0,74.0,Orthodox,4.18,48,4.45,46,0.0,0,57,0.7,0.64,35,71
Justin Sumter,7,3,0,185.0,80.0,Southpaw,2.68,48,7.64,34,2.87,100,0,0.0,0.7,32,74
Yohan Lainesse,8,1,0,170.0,76.0,Orthodox,4.32,49,4.69,60,2.82,40,0,1.4,0.89,29,73
Charon Spain,14,26,0,155.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.35,34,69
Charlie Campbell,6,1,0,155.0,,,0.0,0,0.0,0,0.0,0,0,0.0,0.86,27,
Thiago Moises,16,6,0,155.0,70.0,Orthodox,2.48,37,4.02,56,1.11,36,60,1.2,0.73,27,69
Christian Rodriguez,7,1,0,145.0,71.0,Orthodox,3.47,41,2.17,60,1.0,100,60,1.5,0.88,24,67
Austin Hubbard,13,6,0,155.0,71.0,Orthodox,3.67,47,2.97,58,1.35,61,63,0.0,0.68,30,70
Jonathan Wilson,7,3,0,205.0,75.0,Southpaw,2.92,48,5.65,56,0.37,100,80,0.0,0.7,35,74
Chris Indich,6,4,0,170.0,,,1.31,30,4.32,43,0.75,50,50,1.5,0.6,35,70
Mats Nilsson,11,4,1,170.0,,Orthodox,2.99,39,5.62,63,3.87,83,44,2.3,0.73,38,73
Alex Gorgees,6,1,0,155.0,74.0,Switch,0.67,32,2.27,38,0.0,0,54,0.0,0.86,26,74
Brian Ebersole,51,18,1,170.0,73.0,Southpaw,2.32,49,2.14,56,1.7,23,61,0.1,0.74,41,72
Kyle Noke,22,10,1,170.0,76.0,Southpaw,3.23,50,2.09,64,1.53,54,66,0.8,0.69,42,73
Devonte Smith,11,4,0,155.0,76.0,Orthodox,4.55,53,3.91,49,0.35,25,85,0.3,0.73,28,69
Jamie Mullarkey,15,5,0,155.0,74.0,Orthodox,4.18,43,4.88,53,2.53,30,66,0.2,0.75,27,72
Gleidson Cutis,7,4,0,155.0,,Orthodox,2.99,52,8.28,59,0.0,0,0,0.0,0.64,33,69
Justin Burlinson,6,1,0,170.0,74.0,Switch,1.24,40,3.09,61,0.0,0,100,9.3,0.86,25,73
Jai Herbert,11,4,0,155.0,77.0,Orthodox,2.47,36,2.9,45,0.0,0,42,0.0,0.73,34,73
Vinc Pichel,14,3,0,155.0,72.0,Orthodox,3.56,47,2.5,58,3.0,54,23,0.2,0.82,39,70
Max Rohskopf,5,1,0,155.0,71.0,Orthodox,1.7,31,5.8,42,3.0,33,0,1.5,0.83,27,73
Mark Madsen,12,0,0,155.0,72.0,Orthodox,3.77,47,3.92,55,3.9,66,50,0.0,1.0,37,68
Kyle Prepolec,12,7,0,170.0,70.0,Southpaw,3.2,34,4.7,54,0.0,0,40,0.0,0.63,32,70
Reyes Cortez,5,2,0,135.0,68.0,Orthodox,3.13,39,5.2,59,2.0,20,0,0.0,0.71,29,67
Chris Dempsey,11,5,0,185.0,72.0,Orthodox,2.25,32,2.82,65,2.64,23,16,0.0,0.69,34,70
Richard Walsh,9,5,0,170.0,73.0,Orthodox,3.84,46,2.72,58,1.55,40,66,0.2,0.64,33,72
Henrique da Silva,14,5,0,205.0,76.0,Orthodox,3.89,60,5.28,40,0.25,14,22,0.2,0.74,32,75
Jonavin Webb,9,2,0,170.0,,Orthodox,1.47,30,2.27,64,2.5,31,40,1.0,0.82,33,70
Josh Bryant,15,4,0,185.0,,Orthodox,1.1,20,6.1,43,0.0,0,0,0.0,0.79,42,70
Ion Cutelaba,16,7,1,205.0,75.0,Southpaw,4.81,42,3.39,48,4.75,62,79,0.0,0.7,28,73
Seth Kleinbeck,8,4,0,185.0,,,2.55,33,2.42,40,0.98,25,90,0.0,0.67,49,74
Joe Lowry,9,2,0,155.0,73.0,Orthodox,3.97,34,4.25,63,0.0,0,0,0.0,0.82,32,71
Ilia Topuria,12,0,0,155.0,69.0,Orthodox,2.87,48,2.28,64,3.15,46,100,2.6,1.0,25,67
Alex Morono,21,7,0,170.0,72.0,Orthodox,5.21,42,3.93,56,0.35,25,53,0.3,0.75,31,71
Raulian Paiva,21,5,0,135.0,69.0,Orthodox,4.14,42,5.01,48,0.65,23,77,0.2,0.81,26,68
Brad Riddell,10,3,0,155.0,71.0,Orthodox,4.73,53,3.56,52,1.85,37,62,0.0,0.77,30,67
Justin Jaynes,16,8,0,145.0,68.0,Orthodox,3.34,44,5.33,62,0.75,40,20,1.1,0.67,32,67
Maheshate,9,1,0,155.0,71.0,Orthodox,3.45,31,3.39,57,0.0,0,0,0.0,0.9,22,72
Gregor Gillespie,14,1,0,155.0,71.0,Orthodox,3.74,52,2.3,57,6.86,48,100,0.8,0.93,35,67
Fares Ziam,12,4,0,155.0,75.0,Orthodox,2.06,40,1.65,64,0.32,11,68,0.0,0.75,25,73
Danilo Belluardo,12,5,0,155.0,74.0,Southpaw,1.52,61,4.79,41,3.5,100,50,0.0,0.71,28,72
Steve Kennedy,24,8,0,170.0,,Orthodox,2.28,35,5.52,45,2.51,33,0,0.0,0.75,39,71
Kiichi Kunimoto,18,7,2,170.0,71.0,Orthodox,1.87,44,3.92,41,1.59,20,28,0.3,0.72,41,70
Jordan Johnson,10,0,0,205.0,79.0,Orthodox,3.45,47,2.64,53,3.25,42,100,1.2,1.0,33,74
Misha Cirkunov,15,8,0,205.0,77.0,Orthodox,3.87,51,3.0,57,4.25,43,76,1.8,0.65,35,75
Sam Spengler,9,5,0,185.0,,Orthodox,3.27,62,3.27,54,1.75,11,75,1.8,0.64,,71
Viscardi Andrade,19,6,0,170.0,75.0,Orthodox,3.26,42,2.77,63,1.93,50,66,0.3,0.76,38,71
Jonathan Meunier,8,1,0,170.0,,Switch,3.47,50,1.43,69,0.58,33,58,0.0,0.89,34,75
Khalil Rountree Jr.,11,5,0,205.0,76.0,Southpaw,3.34,38,3.55,49,0.0,0,50,0.2,0.69,32,73
David Zawada,17,7,0,170.0,75.0,Orthodox,3.84,41,4.54,55,0.97,33,57,1.7,0.71,31,72
Magomed Mustafaev,14,4,0,155.0,71.0,Orthodox,2.59,58,2.68,41,3.31,50,23,0.4,0.78,33,68
Kyler Phillips,10,2,0,135.0,72.0,Orthodox,5.5,49,3.43,61,3.32,50,69,0.7,0.83,27,68
Steve Garcia,12,5,0,155.0,75.0,Southpaw,4.5,56,2.33,41,1.84,44,100,0.5,0.71,30,72
Alex Da Silva,21,4,0,155.0,73.0,Orthodox,2.14,46,2.52,56,1.97,43,76,0.3,0.84,26,68
Achilles Estremadura,7,1,0,155.0,68.0,Orthodox,3.2,43,3.27,70,0.0,0,0,0.0,0.88,30,70
Max Griffin,18,9,0,170.0,76.0,Orthodox,4.36,50,3.94,57,1.48,50,75,0.4,0.67,36,71
Luigi Vendramini,9,3,0,155.0,73.0,Orthodox,2.82,40,3.82,57,1.11,15,100,0.6,0.75,26,68
Terrance McKinney,12,4,0,155.0,73.0,Switch,4.11,59,1.77,56,4.84,44,100,1.2,0.75,27,70
Don Madge,9,3,1,155.0,72.0,Southpaw,2.08,52,0.74,67,2.22,25,80,0.7,0.75,31,72
Adam Yandiev,9,1,0,185.0,74.0,Orthodox,0.18,8,6.14,36,0.0,0,25,0.0,0.9,33,69
Marcel Fortuna,9,3,0,205.0,74.0,Orthodox,3.83,46,4.52,64,0.45,8,75,0.5,0.75,36,73
Luiz Dutra,13,6,1,170.0,,Orthodox,3.92,50,4.8,41,0.0,0,100,0.0,0.68,40,71
Nicholas Musoke,13,5,0,170.0,75.0,Orthodox,3.56,35,3.8,57,1.16,19,82,0.2,0.72,36,72
Bristol Marunde,16,10,0,170.0,75.0,Orthodox,1.42,21,4.4,47,1.6,33,14,0.0,0.62,40,73
Frank Megallon,2,3,0,185.0,,Southpaw,1.14,21,5.32,54,0.0,0,0,0.0,0.4,,70
Abubakar Nurmagomedov,16,3,1,170.0,72.0,Orthodox,3.59,49,2.52,69,1.68,33,0,0.0,0.84,32,71
Ramazan Emeev,20,6,0,170.0,76.0,Southpaw,2.53,45,2.14,65,2.37,29,66,0.7,0.77,35,70
Gasan Umalatov,17,4,2,170.0,71.0,Orthodox,2.23,39,4.1,59,0.75,17,90,0.0,0.81,39,71
Michal Oleksiejczuk,16,5,0,205.0,74.0,Southpaw,4.75,49,4.27,64,0.73,42,47,0.0,0.76,27,72
Tyson Pedro,8,3,0,205.0,79.0,Orthodox,2.89,64,2.36,51,0.66,25,52,1.3,0.73,30,75
Paddy Pimblett,18,3,0,155.0,73.0,Orthodox,6.07,57,3.89,46,1.82,25,0,1.8,0.86,27,70
Piotr Hallmann,18,6,0,155.0,71.0,Orthodox,3.98,45,3.17,58,2.55,44,70,0.4,0.75,34,69
Kazula Vargas,12,5,0,155.0,71.0,Southpaw,3.65,53,1.77,57,0.4,25,30,0.4,0.71,36,68
Modestas Bukauskas,11,5,0,205.0,78.0,Switch,3.59,37,4.54,52,0.0,0,100,0.0,0.69,28,75
Jessin Ayari,16,6,0,155.0,73.0,Orthodox,3.53,37,3.59,58,0.0,0,50,0.3,0.73,30,72
Curtis Millender,17,5,0,170.0,76.0,Orthodox,3.86,46,2.95,61,0.43,100,57,0.0,0.77,34,74
Erick Montano,7,5,0,170.0,73.0,Orthodox,2.79,44,2.06,64,2.29,36,66,0.0,0.58,36,72
